timestamp,category,amount,is_impulsive
2024-08-15 09:29:08,Food,70.94,0
2024-04-05 08:30:08,Shopping,565.1,1
2024-12-06 13:27:19,Health,97.08,0
2024-08-02 00:11:47,Shopping,234.49,1
2024-12-30 05:26:31,Shopping,17.18,0
2024-04-30 15:45:25,Utilities,6.44,0
2024-07-12 14:22:52,Utilities,101.97,0
2024-10-21 10:58:34,Shopping,83.49,0
2024-04-21 13:08:31,Entertainment,111.6,0
2024-09-09 14:09:17,Travel,66.2,0
2024-11-05 15:14:53,Shopping,12.73,0
2024-10-20 07:48:03,Travel,12.48,0
2024-09-11 06:28:19,Food,188.94,0
2024-08-06 12:50:02,Utilities,184.17,0
2024-08-01 13:00:53,Entertainment,144.46,0
2024-11-26 11:05:12,Entertainment,65.85,0
2024-04-18 22:31:01,Travel,55.94,0
2024-11-15 17:19:35,Food,122.52,0
2024-08-22 15:49:08,Food,138.85,0
2024-05-05 05:43:59,Shopping,103.73,0
2024-08-31 21:23:12,Entertainment,80.71,0
2024-12-24 10:33:51,Shopping,146.58,0
2024-07-26 20:53:14,Utilities,53.41,0
2024-04-04 18:42:03,Entertainment,98.46,0
2024-10-26 19:51:05,Shopping,156.02,0
2024-02-26 06:41:33,Health,99.91,0
2024-12-17 19:05:07,Shopping,12.08,0
2024-09-05 23:36:32,Travel,136.86,1
2024-01-19 21:51:13,Food,151.09,0
2024-03-06 09:54:24,Utilities,7.48,0
2024-07-02 14:55:31,Food,151.45,0
2024-12-07 17:57:48,Travel,40.52,0
2024-03-05 16:55:51,Shopping,875.6,1
2024-07-16 15:31:17,Travel,73.35,0
2024-06-24 01:21:25,Travel,236.41,1
2024-07-23 22:46:17,Food,130.54,0
2024-06-19 13:53:23,Health,55.05,0
2024-09-10 08:27:21,Utilities,165.15,0
2024-02-29 11:24:48,Travel,70.0,0
2024-07-11 16:51:48,Health,80.2,0
2024-10-22 07:37:25,Health,112.63,0
2024-03-20 09:11:18,Travel,48.99,0
2024-04-19 20:40:08,Food,106.38,0
2024-04-21 12:20:30,Shopping,136.35,1
2024-04-27 02:35:13,Shopping,179.37,1
2024-10-11 22:14:16,Utilities,44.01,0
2024-10-02 19:15:41,Entertainment,105.92,0
2024-09-03 06:11:25,Travel,187.76,0
2024-02-26 16:14:21,Shopping,313.78,1
2024-06-05 17:41:12,Utilities,111.83,0
2024-05-20 20:31:25,Entertainment,137.54,0
2024-06-11 18:01:16,Utilities,138.6,0
2024-03-21 19:57:59,Travel,147.83,0
2024-04-03 05:05:57,Health,120.31,0
2024-02-13 15:11:07,Entertainment,57.07,0
2024-05-11 16:06:44,Food,31.59,0
2024-04-29 17:34:14,Entertainment,89.99,0
2024-05-11 19:26:52,Food,716.84,1
2024-11-18 02:06:30,Entertainment,35.59,1
2024-06-11 06:24:42,Entertainment,104.06,0
2024-01-27 20:38:52,Entertainment,134.96,1
2024-06-29 05:43:39,Health,39.82,0
2024-07-05 02:16:15,Travel,149.86,1
2024-01-05 20:04:21,Shopping,192.48,0
2024-11-02 07:10:20,Health,171.35,0
2024-10-24 05:53:16,Entertainment,32.87,0
2024-04-28 12:45:13,Shopping,109.71,0
2024-12-01 20:29:20,Health,112.92,0
2024-11-14 10:24:49,Food,560.64,1
2024-03-15 12:14:21,Shopping,139.72,0
2024-12-13 10:44:29,Travel,152.53,0
2024-08-31 13:50:48,Shopping,40.53,0
2024-08-19 14:13:07,Entertainment,177.52,0
2024-04-11 10:27:21,Travel,120.29,0
2024-11-27 22:26:05,Utilities,175.54,0
2024-07-06 15:50:59,Food,73.13,0
2024-09-14 05:37:26,Food,31.89,0
2024-11-12 06:03:23,Food,11.58,0
2024-08-29 03:43:50,Entertainment,182.52,1
2024-08-27 17:04:06,Shopping,165.09,1
2024-08-15 19:25:06,Food,134.52,0
2024-01-19 08:23:22,Health,141.93,0
2024-06-10 06:04:42,Utilities,27.2,0
2024-04-27 16:30:21,Utilities,174.61,0
2024-03-21 21:28:55,Travel,889.64,1
2024-04-30 17:29:18,Entertainment,150.69,1
2024-07-25 14:06:02,Travel,107.53,0
2024-05-19 15:31:25,Utilities,189.13,0
2024-12-14 07:15:08,Food,736.24,1
2024-11-15 12:22:36,Entertainment,863.4,1
2024-11-08 12:42:33,Entertainment,165.51,0
2024-12-16 18:59:18,Food,151.48,0
2024-03-25 20:04:39,Travel,109.51,0
2024-04-07 16:57:18,Utilities,151.26,0
2024-12-01 06:58:11,Entertainment,161.9,0
2024-01-27 11:40:50,Travel,63.3,0
2024-08-04 12:43:39,Utilities,52.38,0
2024-09-14 12:11:40,Travel,164.97,0
2024-02-15 01:46:19,Entertainment,238.28,1
2024-03-01 01:31:21,Entertainment,153.18,1
2024-06-22 13:07:09,Entertainment,167.33,0
2024-09-28 21:30:46,Utilities,27.07,0
2024-11-21 08:33:59,Utilities,139.7,0
2024-07-27 16:03:01,Travel,127.23,0
2024-04-25 08:36:16,Shopping,47.96,0
2024-03-19 16:44:36,Entertainment,149.2,0
2024-05-16 10:19:56,Food,155.98,0
2024-11-13 21:09:15,Entertainment,135.31,0
2024-09-29 15:00:16,Food,537.29,1
2024-03-17 02:19:55,Travel,20.1,1
2024-11-15 07:28:51,Travel,186.53,0
2024-06-10 21:45:26,Entertainment,53.82,0
2024-03-30 06:56:24,Food,45.32,0
2024-03-11 11:39:25,Health,73.87,0
2024-11-12 09:35:38,Travel,134.93,0
2024-10-04 12:13:58,Utilities,92.74,0
2024-03-14 12:55:55,Travel,20.64,0
2024-07-11 17:45:05,Shopping,17.84,0
2024-11-18 21:48:10,Utilities,822.42,1
2024-08-20 08:44:05,Health,99.51,0
2024-08-01 23:48:29,Travel,258.44,1
2024-11-20 07:50:13,Food,12.0,0
2024-03-03 07:55:39,Food,34.99,0
2024-04-10 15:22:04,Health,136.85,0
2024-07-15 08:32:51,Travel,133.14,0
2024-07-15 10:35:07,Health,118.56,0
2024-06-16 13:59:37,Food,5.01,0
2024-07-04 01:57:27,Shopping,182.28,1
2024-05-31 07:13:02,Shopping,94.54,0
2024-02-28 18:03:06,Travel,5.04,0
2024-09-22 19:57:36,Health,165.73,0
2024-04-19 04:47:21,Travel,217.97,1
2024-07-25 01:25:41,Shopping,68.9,1
2024-11-04 07:26:57,Utilities,9.44,0
2024-04-18 07:27:23,Food,186.67,0
2024-07-29 21:12:33,Shopping,49.31,0
2024-06-19 16:49:30,Health,147.56,0
2024-11-12 16:35:08,Travel,24.91,0
2024-12-22 07:32:23,Entertainment,38.8,0
2024-04-04 12:09:57,Food,53.23,0
2024-06-03 10:38:57,Food,131.3,0
2024-04-28 13:11:01,Shopping,161.58,0
2024-07-24 22:16:36,Shopping,777.75,1
2024-09-19 18:04:28,Food,148.71,0
2024-10-07 20:19:12,Food,34.74,0
2024-07-10 14:22:44,Health,430.17,1
2024-06-26 23:25:22,Travel,68.32,1
2024-08-15 13:44:11,Health,52.22,0
2024-07-04 11:11:53,Health,65.72,0
2024-01-20 10:37:09,Travel,39.52,0
2024-03-07 01:10:05,Entertainment,200.57,1
2024-07-29 06:12:13,Food,137.06,0
2024-09-28 21:24:58,Shopping,131.41,1
2024-08-04 13:26:05,Food,25.37,0
2024-09-24 06:20:43,Utilities,61.35,0
2024-06-13 06:20:47,Travel,144.95,0
2024-12-12 13:03:55,Entertainment,890.99,1
2024-12-20 03:26:26,Shopping,169.0,1
2024-08-18 00:59:09,Shopping,216.29,1
2024-09-14 11:08:01,Travel,59.0,0
2024-08-21 22:51:58,Travel,150.09,0
2024-11-26 08:30:11,Food,94.01,0
2024-11-15 10:03:10,Shopping,87.96,0
2024-06-29 17:01:47,Shopping,8.73,0
2024-06-07 14:28:23,Food,51.77,0
2024-01-28 16:32:00,Health,54.23,0
2024-01-11 22:10:59,Health,181.83,0
2024-02-05 11:18:38,Travel,50.86,0
2024-01-30 07:00:46,Travel,738.81,1
2024-06-21 12:07:33,Travel,56.89,0
2024-02-15 07:43:08,Travel,521.78,1
2024-10-06 09:35:49,Travel,76.57,0
2024-04-22 21:49:29,Utilities,34.61,0
2024-05-25 08:49:54,Health,132.7,0
2024-08-21 14:25:54,Health,242.03,1
2024-02-03 15:28:20,Travel,151.76,0
2024-10-30 11:10:48,Travel,146.88,0
2024-07-17 13:13:30,Shopping,111.25,0
2024-01-10 03:12:42,Shopping,224.87,1
2024-12-29 03:00:55,Shopping,136.17,1
2024-06-08 12:22:17,Utilities,181.92,0
2024-10-26 13:18:58,Entertainment,26.55,0
2024-11-02 22:26:45,Shopping,22.59,0
2024-02-07 22:20:48,Travel,433.68,1
2024-11-13 20:41:06,Health,5.44,0
2024-01-17 12:41:24,Entertainment,97.92,0
2024-06-18 16:29:26,Health,70.5,0
2024-10-04 06:58:14,Travel,66.04,0
2024-11-17 05:53:10,Health,40.22,0
2024-03-12 15:23:22,Food,107.21,0
2024-06-23 16:58:21,Entertainment,601.85,1
2024-10-16 08:56:02,Food,154.03,0
2024-09-27 01:05:26,Travel,90.12,1
2024-05-15 07:49:41,Shopping,21.79,0
2024-10-09 12:59:11,Health,32.12,0
2024-04-15 22:17:18,Travel,128.65,0
2024-02-08 18:38:49,Utilities,120.5,0
2024-04-04 07:16:25,Travel,109.88,0
2024-09-22 06:53:23,Shopping,35.59,0
2024-05-04 08:13:36,Shopping,388.62,1
2024-02-27 08:43:52,Entertainment,740.18,1
2024-02-23 16:18:15,Travel,151.09,0
2024-11-30 06:06:56,Shopping,55.33,0
2024-06-21 22:51:29,Utilities,48.41,0
2024-02-04 15:13:10,Shopping,587.8,1
2024-03-15 18:14:31,Entertainment,84.25,0
2024-03-28 15:50:51,Travel,113.91,0
2024-07-25 06:21:07,Entertainment,7.89,0
2024-04-08 20:10:02,Travel,176.52,0
2024-10-06 23:22:24,Shopping,249.7,1
2024-03-20 18:54:08,Utilities,23.78,0
2024-02-01 16:54:29,Utilities,47.11,0
2024-09-05 13:47:56,Shopping,64.28,0
2024-04-16 20:32:25,Utilities,42.89,0
2024-12-11 08:19:07,Travel,123.03,0
2024-05-07 13:19:56,Travel,28.01,0
2024-05-26 21:51:54,Health,225.1,1
2024-07-24 09:51:39,Utilities,166.61,0
2024-05-15 15:36:18,Travel,25.01,0
2024-12-11 07:51:25,Food,80.84,0
2024-10-19 00:47:54,Travel,83.78,1
2024-01-30 14:53:43,Utilities,493.47,1
2024-04-15 07:00:34,Shopping,25.92,0
2024-04-07 21:58:47,Entertainment,171.54,1
2024-07-28 09:21:52,Health,25.43,0
2024-10-20 14:46:21,Food,174.87,0
2024-12-22 05:45:20,Utilities,183.47,0
2024-03-22 13:47:46,Travel,24.39,0
2024-05-06 10:01:24,Utilities,462.27,1
2024-01-22 22:50:36,Health,108.26,0
2024-03-30 00:22:21,Travel,135.91,1
2024-07-23 22:57:34,Utilities,57.24,0
2024-11-06 11:36:04,Food,73.39,0
2024-09-23 17:01:36,Food,152.84,0
2024-04-17 17:08:28,Food,109.12,0
2024-01-07 05:21:52,Health,46.2,0
2024-11-04 21:34:34,Entertainment,128.78,0
2024-12-05 11:40:52,Food,163.93,0
2024-04-05 19:40:15,Food,127.03,0
2024-07-22 10:12:03,Food,45.7,0
2024-03-10 06:29:41,Health,15.21,0
2024-01-25 07:02:37,Health,5.41,0
2024-03-13 03:38:34,Travel,87.4,1
2024-05-21 04:36:00,Travel,181.52,1
2024-03-14 20:09:17,Travel,192.16,0
2024-09-09 11:14:21,Shopping,113.64,0
2024-02-09 17:15:47,Travel,108.29,0
2024-08-27 12:11:37,Entertainment,16.81,0
2024-12-02 07:46:04,Travel,50.21,0
2024-08-02 20:53:38,Entertainment,108.89,0
2024-04-24 11:18:54,Shopping,78.23,0
2024-11-03 05:21:33,Health,53.9,0
2024-01-30 10:41:09,Utilities,290.81,1
2024-05-26 14:41:23,Entertainment,165.3,0
2024-02-08 14:04:23,Food,173.31,0
2024-12-28 14:52:10,Health,109.48,0
2024-07-17 12:25:46,Utilities,57.92,0
2024-03-04 00:09:22,Entertainment,46.64,1
2024-11-24 06:29:37,Health,39.31,0
2024-03-10 06:39:52,Health,297.99,1
2024-07-28 08:35:07,Entertainment,43.66,0
2024-08-13 13:49:39,Shopping,87.77,0
2024-10-13 11:24:44,Health,104.78,0
2024-07-27 21:18:49,Shopping,149.48,0
2024-02-13 20:16:16,Shopping,801.21,1
2024-12-08 11:51:20,Shopping,558.15,1
2024-08-25 17:42:08,Shopping,62.15,0
2024-03-30 23:01:31,Entertainment,100.56,1
2024-10-30 09:17:27,Health,71.94,0
2024-06-05 13:52:29,Health,95.44,0
2024-08-05 19:58:05,Shopping,78.38,1
2024-08-16 12:41:23,Food,100.64,0
2024-06-03 18:26:11,Entertainment,76.4,0
2024-07-19 07:40:27,Entertainment,123.33,0
2024-07-04 21:17:32,Shopping,57.0,1
2024-10-17 18:18:38,Health,95.81,0
2024-05-28 09:36:51,Travel,748.81,1
2024-12-10 17:35:48,Utilities,42.85,0
2024-03-06 13:12:16,Utilities,219.23,1
2024-11-14 18:10:14,Utilities,60.77,0
2024-03-01 11:42:14,Food,170.38,0
2024-10-15 14:30:00,Entertainment,55.45,1
2024-03-09 08:32:22,Health,84.4,0
2024-10-07 09:15:40,Entertainment,118.24,0
2024-10-05 21:59:50,Health,95.37,0
2024-02-25 08:26:21,Travel,107.11,0
2024-04-02 17:45:01,Food,17.13,0
2024-03-20 08:46:22,Shopping,104.5,0
2024-02-20 22:25:19,Travel,189.0,0
2024-01-16 15:30:26,Entertainment,740.57,1
2024-02-14 04:42:50,Travel,234.34,1
2024-08-10 07:16:25,Utilities,186.64,0
2024-12-16 09:24:54,Utilities,115.14,0
2024-12-08 04:55:08,Shopping,173.22,1
2024-05-18 09:10:51,Health,593.05,1
2024-02-20 08:57:30,Travel,185.49,0
2024-10-17 12:27:15,Entertainment,149.74,0
2024-01-20 20:13:57,Health,48.39,0
2024-08-22 04:47:27,Entertainment,48.25,1
2024-03-21 12:45:10,Entertainment,165.14,0
2024-10-18 08:25:51,Entertainment,58.32,0
